Group,Dana,Mineral,Mineral_Lowercase,Mineral_CJML
Silicates,66.01.02.01,Magnesioanthophyllite,magnesioanthophyllite,"""magnesioanthophyllite"","
Silicates,66.01.02.02,Anthophyllite,anthophyllite,"""anthophyllite"","
Silicates,66.01.02.02a,Protoanthophyllite,protoanthophyllite,"""protoanthophyllite"","
Silicates,66.01.02.03,Ferro-anthophyllite,ferro-anthophyllite,"""ferro-anthophyllite"","
Silicates,66.01.02.03a,Protoferro-anthophyllite,protoferro-anthophyllite,"""protoferro-anthophyllite"","
Silicates,66.01.02.03b,Protomangano-ferro-anthophyllite,protomangano-ferro-anthophyllite,"""protomangano-ferro-anthophyllite"","
Silicates,66.01.02.04,Sodicanthophyllite,sodicanthophyllite,"""sodicanthophyllite"","
Silicates,66.01.02.04a,Sodic-ferro-anthophyllite,sodic-ferro-anthophyllite,"""sodic-ferro-anthophyllite"","
Silicates,66.01.02.05,Magnesiogedrite,magnesiogedrite,"""magnesiogedrite"","
Silicates,66.01.02.06,Gedrite,gedrite,"""gedrite"","
Silicates,66.01.02.07,Ferrogedrite,ferrogedrite,"""ferrogedrite"","
Silicates,66.01.02.07a,Sodic-ferrogedrite,sodic-ferrogedrite,"""sodic-ferrogedrite"","
Silicates,66.01.02.08,Sodicgedrite,sodicgedrite,"""sodicgedrite"","
Silicates,66.01.02.09,Magnesioholmquistite,magnesioholmquistite,"""magnesioholmquistite"","
Silicates,66.01.02.10,Holmquistite,holmquistite,"""holmquistite"","
Silicates,66.01.02.11,Ferroholmquistite,ferroholmquistite,"""ferroholmquistite"","
Silicates,66.01.03a.01,Tremolite,tremolite,"""tremolite"","
Silicates,66.01.03a.02,Actinolite,actinolite,"""actinolite"","
Silicates,66.01.03a.03,Ferro-actinolite,ferro-actinolite,"""ferro-actinolite"","
Silicates,66.01.03a.04,Magnesiohornblende,magnesiohornblende,"""magnesiohornblende"","
Silicates,66.01.03a.05,Ferrohornblende,ferrohornblende,"""ferrohornblende"","
Silicates,66.01.03a.06,Tschermakite,tschermakite,"""tschermakite"","
Silicates,66.01.03a.06a,Aluminoferrotschermakite,aluminoferrotschermakite,"""aluminoferrotschermakite"","
Silicates,66.01.03a.06b,Ferri-ferrotschermakite,ferri-ferrotschermakite,"""ferri-ferrotschermakite"","
Silicates,66.01.03a.06c,Ferrotschermakite,ferrotschermakite,"""ferrotschermakite"","
Silicates,66.01.03a.07,Ferro-aluminotschermakite,ferro-aluminotschermakite,"""ferro-aluminotschermakite"","
Silicates,66.01.03a.08,Ferritschermakite,ferritschermakite,"""ferritschermakite"","
Silicates,66.01.03a.09,Ferroferritschermakite,ferroferritschermakite,"""ferroferritschermakite"","
Silicates,66.01.03a.10,Edenite,edenite,"""edenite"","
Silicates,66.01.03a.10a,Fluoro-edenite,fluoro-edenite,"""fluoro-edenite"","
Silicates,66.01.03a.11,Ferro-edenite,ferro-edenite,"""ferro-edenite"","
Silicates,66.01.03a.12,Pargasite,pargasite,"""pargasite"","
Silicates,66.01.03a.12a,Potassicpargasite,potassicpargasite,"""potassicpargasite"","
Silicates,66.01.03a.13,Ferropargasite,ferropargasite,"""ferropargasite"","
Silicates,66.01.03a.13a,Ferrochloropargasite,ferrochloropargasite,"""ferrochloropargasite"","
Silicates,66.01.03a.13b,Potassic-chloropargasite,potassic-chloropargasite,"""potassic-chloropargasite"","
Silicates,66.01.03a.13c,Potassic-ferropargasite,potassic-ferropargasite,"""potassic-ferropargasite"","
Silicates,66.01.03a.14,Magnesiohastingsite,magnesiohastingsite,"""magnesiohastingsite"","
Silicates,66.01.03a.15,Hastingsite,hastingsite,"""hastingsite"","
Silicates,66.01.03a.15a,Potassic-chlorohastingsite,potassic-chlorohastingsite,"""potassic-chlorohastingsite"","
Silicates,66.01.03a.15b,Fluoro-magnesiohastingsite,fluoro-magnesiohastingsite,"""fluoro-magnesiohastingsite"","
Silicates,66.01.03a.15c,Potassic-magnesiohastingsite,potassic-magnesiohastingsite,"""potassic-magnesiohastingsite"","
Silicates,66.01.03a.15d,Chloro-potassichastingsite,chloro-potassichastingsite,"""chloro-potassichastingsite"","
Silicates,66.01.03a.15e,Fluoro-potassichastingsite,fluoro-potassichastingsite,"""fluoro-potassichastingsite"","
Silicates,66.01.03a.16,Potassic-magnesiosadanagaite,potassic-magnesiosadanagaite,"""potassic-magnesiosadanagaite"","
Silicates,66.01.03a.17,Sadanagaite,sadanagaite,"""sadanagaite"","
Silicates,66.01.03a.17a,Potassicsadanagaite,potassicsadanagaite,"""potassicsadanagaite"","
Silicates,66.01.03a.17b,Potassicferrisadanagaite,potassicferrisadanagaite,"""potassicferrisadanagaite"","
Silicates,66.01.03a.17c,Magnesiosadanagaite,magnesiosadanagaite,"""magnesiosadanagaite"","
Silicates,66.01.03a.18,Kaersutite,kaersutite,"""kaersutite"","
Silicates,66.01.03a.19,Ferrokaersutite,ferrokaersutite,"""ferrokaersutite"","
Silicates,66.01.03a.20,Fluorocannilloite,fluorocannilloite,"""fluorocannilloite"","
Silicates,66.01.03a.20a,Cannilloite,cannilloite,"""cannilloite"","
Silicates,66.01.03b.01,Winchite,winchite,"""winchite"","
Silicates,66.01.03b.01a,Parvowinchite,parvowinchite,"""parvowinchite"","
Silicates,66.01.03b.02,Ferrowinchite,ferrowinchite,"""ferrowinchite"","
Silicates,66.01.03b.03,Ferriwinchite,ferriwinchite,"""ferriwinchite"","
Silicates,66.01.03b.04,Ferroferriwinchite,ferroferriwinchite,"""ferroferriwinchite"","
Silicates,66.01.03b.05,Barroisite,barroisite,"""barroisite"","
Silicates,66.01.03b.05a,Aluminobarroisite,aluminobarroisite,"""aluminobarroisite"","
Silicates,66.01.03b.06,Ferrobarroisite,ferrobarroisite,"""ferrobarroisite"","
Silicates,66.01.03b.06a,Aluminoferrobarroisite,aluminoferrobarroisite,"""aluminoferrobarroisite"","
Silicates,66.01.03b.07,Ferribarroisite,ferribarroisite,"""ferribarroisite"","
Silicates,66.01.03b.08,Ferroferribarroisite,ferroferribarroisite,"""ferroferribarroisite"","
Silicates,66.01.03b.08a,Ferri-ferrobarroisite,ferri-ferrobarroisite,"""ferri-ferrobarroisite"","
Silicates,66.01.03b.09,Richterite,richterite,"""richterite"","
Silicates,66.01.03b.09a,Fluororichterite,fluororichterite,"""fluororichterite"","
Silicates,66.01.03b.09b,Potassic-fluororichterite,potassic-fluororichterite,"""potassic-fluororichterite"","
Silicates,66.01.03b.09c,Potassicrichterite,potassicrichterite,"""potassicrichterite"","
Silicates,66.01.03b.10,Ferrorichterite,ferrorichterite,"""ferrorichterite"","
Silicates,66.01.03b.11,Magnesiokatophorite,magnesiokatophorite,"""magnesiokatophorite"","
Silicates,66.01.03b.12,Katophorite,katophorite,"""katophorite"","
Silicates,66.01.03b.13,Magnesioferrikatophorite,magnesioferrikatophorite,"""magnesioferrikatophorite"","
Silicates,66.01.03b.14,Ferrikatophorite,ferrikatophorite,"""ferrikatophorite"","
Silicates,66.01.03b.15,Magnesiotaramite,magnesiotaramite,"""magnesiotaramite"","
Silicates,66.01.03b.15a,Aluminotaramite,aluminotaramite,"""aluminotaramite"","
Silicates,66.01.03b.15b,Alumino-magnesiotaramite,alumino-magnesiotaramite,"""alumino-magnesiotaramite"","
Silicates,66.01.03b.15c,Fluoro-alumino-magnesiotaramite,fluoro-alumino-magnesiotaramite,"""fluoro-alumino-magnesiotaramite"","
Silicates,66.01.03b.16,Taramite,taramite,"""taramite"","
Silicates,66.01.03b.17,Ferri-magnesiotaramite,ferri-magnesiotaramite,"""ferri-magnesiotaramite"","
Silicates,66.01.03b.18,Ferritaramite,ferritaramite,"""ferritaramite"","
Silicates,66.01.03b.19,Fluoropargasite,fluoropargasite,"""fluoropargasite"","
Silicates,66.01.03b.20,Parvo-mangano-edenite,parvo-mangano-edenite,"""parvo-mangano-edenite"","
Silicates,66.01.03b.21,Parvo-manganotremolite,parvo-manganotremolite,"""parvo-manganotremolite"","
Silicates,66.01.03c.01,Glaucophane,glaucophane,"""glaucophane"","
Silicates,66.01.03c.02,Ferroglaucophane,ferroglaucophane,"""ferroglaucophane"","
Silicates,66.01.03c.03,Crossite,crossite,"""crossite"","
Silicates,66.01.03c.04,Magnesioriebeckite,magnesioriebeckite,"""magnesioriebeckite"","
Silicates,66.01.03c.05,Riebeckite,riebeckite,"""riebeckite"","
Silicates,66.01.03c.06,Eckermannite,eckermannite,"""eckermannite"","
Silicates,66.01.03c.07,Ferro-eckermannite,ferro-eckermannite,"""ferro-eckermannite"","
Silicates,66.01.03c.08,Magnesio-arfvedsonite,magnesio-arfvedsonite,"""magnesio-arfvedsonite"","
Silicates,66.01.03c.09,Arfvedsonite,arfvedsonite,"""arfvedsonite"","
Silicates,66.01.03c.09a,Fluoro-magnesio-arfvedsonite,fluoro-magnesio-arfvedsonite,"""fluoro-magnesio-arfvedsonite"","
Silicates,66.01.03c.09b,Potassicarfvedsonite,potassicarfvedsonite,"""potassicarfvedsonite"","
Silicates,66.01.03c.10,Kozulite,kozulite,"""kozulite"","
Silicates,66.01.03c.11,Nyboite,nyboite,"""nyboite"","
Silicates,66.01.03c.11a,Ferronyboite,ferronyboite,"""ferronyboite"","
Silicates,66.01.03c.11b,Ferric-ferronyboite,ferric-ferronyboite,"""ferric-ferronyboite"","
Silicates,66.01.03c.11c,Fluoronyboite,fluoronyboite,"""fluoronyboite"","
Silicates,66.01.03c.12,Leakeite,leakeite,"""leakeite"","
Silicates,66.01.03c.12a,Ferroleakeite,ferroleakeite,"""ferroleakeite"","
Silicates,66.01.03c.12b,Potassicleakeite,potassicleakeite,"""potassicleakeite"","
Silicates,66.01.03c.13,Kornite,kornite,"""kornite"","
Silicates,66.01.03c.14,Ungarettiite,ungarettiite,"""ungarettiite"","
Silicates,66.01.03c.15,Fluoro-ferroleakeite,fluoro-ferroleakeite,"""fluoro-ferroleakeite"","
Silicates,66.01.03c.16,Obertiite,obertiite,"""obertiite"","
Silicates,66.01.03c.17,Dellaventuraite,dellaventuraite,"""dellaventuraite"","
Silicates,66.01.03d.01,Ferri-ottoliniite,ferri-ottoliniite,"""ferri-ottoliniite"","
Silicates,66.01.03d.02,Ferriwhittakerite,ferriwhittakerite,"""ferriwhittakerite"","
Silicates,66.01.04.01,Joesmithite,joesmithite,"""joesmithite"","
Silicates,66.01.05.01,Ershovite,ershovite,"""ershovite"","
Silicates,66.02.01,Plancheite,plancheite,"""plancheite"","
Silicates,66.02.01.01,Plancheite,plancheite,"""plancheite"","
Silicates,66.02.01.02,Bigcreekite,bigcreekite,"""bigcreekite"","
Silicates,66.02.02.01,Vlasovite,vlasovite,"""vlasovite"","
Silicates,66.03.01.01,Xonotlite,xonotlite,"""xonotlite"","
Silicates,66.03.01.02,Zorite,zorite,"""zorite"","
Silicates,66.03.01.03,Eudidymite,eudidymite,"""eudidymite"","
Silicates,66.03.01.04,Epididymite,epididymite,"""epididymite"","
Silicates,66.03.01.05,Yuksporite,yuksporite,"""yuksporite"","
Silicates,66.03.01.06,Haineaultite,haineaultite,"""haineaultite"","
Silicates,66.03.01.07,Chivruaiite,chivruaiite,"""chivruaiite"","
Silicates,66.03.03.01,Inesite,inesite,"""inesite"","
Silicates,66.03.04.01,Tuhualite,tuhualite,"""tuhualite"","
Silicates,66.03.04.02,Zektzerite,zektzerite,"""zektzerite"","
Silicates,66.03.04.03,Emeleusite,emeleusite,"""emeleusite"","
Silicates,67.01.01,Jimthompsonite,jimthompsonite,"""jimthompsonite"","
Silicates,67.01.01.01,Jimthompsonite,jimthompsonite,"""jimthompsonite"","
Silicates,67.01.01.02,Clinojimthompsonite,clinojimthompsonite,"""clinojimthompsonite"","
Silicates,67.01.02.01,Carlosturanite,carlosturanite,"""carlosturanite"","
Silicates,67.02.01,Tinaksite,tinaksite,"""tinaksite"","
Silicates,67.02.01.01,Tinaksite,tinaksite,"""tinaksite"","
Silicates,67.02.01.02,Tokkoite,tokkoite,"""tokkoite"","
Silicates,67.02.01.03,Senekevichite,senekevichite,"""senekevichite"","
Silicates,68.01.01.01,Chesterite,chesterite,"""chesterite"","
Silicates,68.01.02.01,Vinogradovite,vinogradovite,"""vinogradovite"","
Silicates,68.01.02.02,Paravinogradovite,paravinogradovite,"""paravinogradovite"","
Silicates,68.01.03.01,Aerinite,aerinite,"""aerinite"","
Silicates,69.01.01,Astrophyllite,astrophyllite,"""astrophyllite"","
Silicates,69.01.01.01,Astrophyllite,astrophyllite,"""astrophyllite"","
Silicates,69.01.01.02,Kupletskite,kupletskite,"""kupletskite"","
Silicates,69.01.01.03,Kupletskite,kupletskite,"""kupletskite"","
Silicates,69.01.01.04,Niobophyllite,niobophyllite,"""niobophyllite"","
Silicates,69.01.01.05,Zircophyllite,zircophyllite,"""zircophyllite"","
Silicates,69.01.01.06,Hydroastrophyllite,hydroastrophyllite,"""hydroastrophyllite"","
Silicates,69.01.01.07,Magnesioastrophyllite,magnesioastrophyllite,"""magnesioastrophyllite"","
Silicates,69.01.01.08,Niobokupletskite,niobokupletskite,"""niobokupletskite"","
Silicates,69.01.01.09,Nalivkinite,nalivkinite,"""nalivkinite"","
Silicates,69.02.01a,Aenigmatite,aenigmatite,"""aenigmatite"","
Silicates,69.02.01a.01,Aenigmatite,aenigmatite,"""aenigmatite"","
Silicates,69.02.01a.02,Dorrite,dorrite,"""dorrite"","
Silicates,69.02.01a.03,Hogtuvaite,hogtuvaite,"""hogtuvaite"","
Silicates,69.02.01a.04,Krinovite,krinovite,"""krinovite"","
Silicates,69.02.01a.05,Rhonite,rhonite,"""rhonite"","
Silicates,69.02.01a.06,Serendibite,serendibite,"""serendibite"","
Silicates,69.02.01a.07,Welshite,welshite,"""welshite"","
Silicates,69.02.01a.08,Wilkinsonite,wilkinsonite,"""wilkinsonite"","
Silicates,69.02.01a.09,Makarochkinite,makarochkinite,"""makarochkinite"","
Silicates,69.02.01b,Aenigmatite,aenigmatite,"""aenigmatite"","
Silicates,69.02.01b.01,Sapphirine,sapphirine,"""sapphirine"","
Silicates,69.02.01b.02,Surinamite,surinamite,"""surinamite"","
Silicates,69.02.01b.03,Khmaralite,khmaralite,"""khmaralite"","
Silicates,69.02.01c,Aenigmatite,aenigmatite,"""aenigmatite"","
Silicates,69.02.01c.01,Magbasite,magbasite,"""magbasite"","
Silicates,69.02.02.01,Saneroite,saneroite,"""saneroite"","
Silicates,69.02.02.02,Scheuchzerite,scheuchzerite,"""scheuchzerite"","
Silicates,69.02.03,Howieite,howieite,"""howieite"","
Silicates,69.02.03.01,Howieite,howieite,"""howieite"","
Silicates,69.02.03.02,Taneyamalite,taneyamalite,"""taneyamalite"","
Silicates,69.02.03.03,Deerite,deerite,"""deerite"","
Silicates,69.02.04.01,Liebauite,liebauite,"""liebauite"","
Silicates,69.02.05.01,Johninnesite,johninnesite,"""johninnesite"","
Silicates,70.01.01,Litidionite,litidionite,"""litidionite"","
Silicates,70.01.01.01,Litidionite,litidionite,"""litidionite"","
Silicates,70.01.01.02,Fenaksite,fenaksite,"""fenaksite"","
Silicates,70.01.01.03,Manaksite,manaksite,"""manaksite"","
Silicates,70.01.01.04,Agrellite,agrellite,"""agrellite"","
Silicates,70.01.02,Double,double,"""double"","
Silicates,70.01.02.01,Narsarsukite,narsarsukite,"""narsarsukite"","
Silicates,70.01.02.02,Caysichite,caysichite,"""caysichite"","
Silicates,70.01.02.03,Charoite,charoite,"""charoite"","
Silicates,70.02.01.01,Miserite,miserite,"""miserite"","
Silicates,70.02.01.02,Frankamenite,frankamenite,"""frankamenite"","
Silicates,70.02.02.01,Penkvilksite,penkvilksite,"""penkvilksite"","
Silicates,70.02.02.02,Tumchaite,tumchaite,"""tumchaite"","
Silicates,70.03.01.01,Ashcroftine,ashcroftine,"""ashcroftine"","
Silicates,70.04.01,Neptunite,neptunite,"""neptunite"","
Silicates,70.04.01.01,Neptunite,neptunite,"""neptunite"","
Silicates,70.04.01.02,Manganoneptunite,manganoneptunite,"""manganoneptunite"","
Silicates,70.04.01.03,Watatsumiite,watatsumiite,"""watatsumiite"","
Silicates,70.05.01.01,Chiavennite,chiavennite,"""chiavennite"","
Silicates,70.05.02.01,Tvedalite,tvedalite,"""tvedalite"","
Silicates,70.05.03.01,Bavenite,bavenite,"""bavenite"","
Silicates,71.00.00,Brittle,brittle,"""brittle"","
Silicates,71.00.00,Chlorite,chlorite,"""chlorite"","
Silicates,71.00.00,Phyllosilicate,phyllosilicate,"""phyllosilicate"","
Silicates,71.00.00,Phyllosilicate,phyllosilicate,"""phyllosilicate"","
Silicates,71.00.00,Phyllosilicates,phyllosilicates,"""phyllosilicates"","
Silicates,71.00.00.00,Bariumbannisterite,bariumbannisterite,"""bariumbannisterite"","
Silicates,71.00.00.00,Ekmanite,ekmanite,"""ekmanite"","
Silicates,71.00.00.00,Griffithite,griffithite,"""griffithite"","
Silicates,71.00.00.00,Orlovite,orlovite,"""orlovite"","
Silicates,71.00.00.00,Shlykovite,shlykovite,"""shlykovite"","
Silicates,71.00.00.00,Spodiophyllite,spodiophyllite,"""spodiophyllite"","
Silicates,71.00.00.00,Voloshinite,voloshinite,"""voloshinite"","
Silicates,71.01.01,Kaolinite,kaolinite,"""kaolinite"","
Silicates,71.01.01.01,Dickite,dickite,"""dickite"","
Silicates,71.01.01.02,Kaolinite,kaolinite,"""kaolinite"","
Silicates,71.01.01.03,Nacrite,nacrite,"""nacrite"","
Silicates,71.01.01.04,Halloysite,halloysite,"""halloysite"","
Silicates,71.01.01.04a,Endellite,endellite,"""endellite"","
Silicates,71.01.01.05,Odinite,odinite,"""odinite"","
Silicates,71.01.02a,Serpentine,serpentine,"""serpentine"","
Silicates,71.01.02a.01,Antigorite,antigorite,"""antigorite"","
Silicates,71.01.02b,Serpentine,serpentine,"""serpentine"","
Silicates,71.01.02b.01,Caryopilite,caryopilite,"""caryopilite"","
Silicates,71.01.02b.02,Lizardite,lizardite,"""lizardite"","
Silicates,71.01.02b.03,Nepouite,nepouite,"""nepouite"","
Silicates,71.01.02b.04,Greenalite,greenalite,"""greenalite"","
Silicates,71.01.02c,Serpentine,serpentine,"""serpentine"","
Silicates,71.01.02c.01,Amesite,amesite,"""amesite"","
Silicates,71.01.02c.02,Berthierine,berthierine,"""berthierine"","
Silicates,71.01.02c.03,Brindleyite,brindleyite,"""brindleyite"","
Silicates,71.01.02c.04,Fraipontite,fraipontite,"""fraipontite"","
Silicates,71.01.02c.05,Kellyite,kellyite,"""kellyite"","
Silicates,71.01.02c.06,Manandonite,manandonite,"""manandonite"","
Silicates,71.01.02c.07,Cronstedtite,cronstedtite,"""cronstedtite"","
Silicates,71.01.02d,Serpentine,serpentine,"""serpentine"","
Silicates,71.01.02d.00,Chrysotile,chrysotile,"""chrysotile"","
Silicates,71.01.02d.01,Clinochrysotile,clinochrysotile,"""clinochrysotile"","
Silicates,71.01.02d.02,Orthochrysotile,orthochrysotile,"""orthochrysotile"","
Silicates,71.01.02d.03,Parachrysotile,parachrysotile,"""parachrysotile"","
Silicates,71.01.02d.04,Pecoraite,pecoraite,"""pecoraite"","
Silicates,71.01.03,Bismutoferrite,bismutoferrite,"""bismutoferrite"","
Silicates,71.01.03.01,Bismutoferrite,bismutoferrite,"""bismutoferrite"","
Silicates,71.01.03.02,Chapmanite,chapmanite,"""chapmanite"","
Silicates,71.01.04,Allophane,allophane,"""allophane"","
Silicates,71.01.04.01,Allophane,allophane,"""allophane"","
Silicates,71.01.04.02,Hisingerite,hisingerite,"""hisingerite"","
Silicates,71.01.04.03,Imogolite,imogolite,"""imogolite"","
Silicates,71.01.04.04,Neotocite,neotocite,"""neotocite"","
Silicates,71.01.04.05,Zinalsite,zinalsite,"""zinalsite"","
Silicates,71.02.01,Pyrophyllite,pyrophyllite,"""pyrophyllite"","
Silicates,71.02.01.01,Pyrophyllite,pyrophyllite,"""pyrophyllite"","
Silicates,71.02.01.02,Ferripyrophyllite,ferripyrophyllite,"""ferripyrophyllite"","
Silicates,71.02.01.03,Talc,talc,"""talc"","
Silicates,71.02.01.04,Willemseite,willemseite,"""willemseite"","
Silicates,71.02.01.05,Minnesotaite,minnesotaite,"""minnesotaite"","
Silicates,71.02.01.06,Brinrobertsite,brinrobertsite,"""brinrobertsite"","
Silicates,71.02.02a.01,Muscovite,muscovite,"""muscovite"","
Silicates,71.02.02a.02,Paragonite,paragonite,"""paragonite"","
Silicates,71.02.02a.03,Chernykhite,chernykhite,"""chernykhite"","
Silicates,71.02.02a.04,Roscoelite,roscoelite,"""roscoelite"","
Silicates,71.02.02a.05,Glauconite,glauconite,"""glauconite"","
Silicates,71.02.02a.06,Celadonite,celadonite,"""celadonite"","
Silicates,71.02.02a.06b,Ferroceladonite,ferroceladonite,"""ferroceladonite"","
Silicates,71.02.02a.06c,Ferroaluminoceladonite,ferroaluminoceladonite,"""ferroaluminoceladonite"","
Silicates,71.02.02a.06d,Aluminoceladonite,aluminoceladonite,"""aluminoceladonite"","
Silicates,71.02.02a.06e,Chromceladonite,chromceladonite,"""chromceladonite"","
Silicates,71.02.02a.07,Tobelite,tobelite,"""tobelite"","
Silicates,71.02.02a.08,Nanpingite,nanpingite,"""nanpingite"","
Silicates,71.02.02a.09,Boromuscovite,boromuscovite,"""boromuscovite"","
Silicates,71.02.02a.10,Montdorite,montdorite,"""montdorite"","
Silicates,71.02.02a.11,Chromphyllite,chromphyllite,"""chromphyllite"","
Silicates,71.02.02a.12,Shirokshinite,shirokshinite,"""shirokshinite"","
Silicates,71.02.02b.01,Phlogopite,phlogopite,"""phlogopite"","
Silicates,71.02.02b.01a,Tetraferriphlogopite,tetraferriphlogopite,"""tetraferriphlogopite"","
Silicates,71.02.02b.01b,Shirozulite,shirozulite,"""shirozulite"","
Silicates,71.02.02b.01c,Fluorophlogopite,fluorophlogopite,"""fluorophlogopite"","
Silicates,71.02.02b.02,Biotite,biotite,"""biotite"","
Silicates,71.02.02b.03,Annite,annite,"""annite"","
Silicates,71.02.02b.03a,Fluorannite,fluorannite,"""fluorannite"","
Silicates,71.02.02b.04,Tetraferriannite,tetraferriannite,"""tetraferriannite"","
Silicates,71.02.02b.05,Siderophyllite,siderophyllite,"""siderophyllite"","
Silicates,71.02.02b.05a,Eastonite,eastonite,"""eastonite"","
Silicates,71.02.02b.06,Hendricksite,hendricksite,"""hendricksite"","
Silicates,71.02.02b.07,Lepidolite,lepidolite,"""lepidolite"","
Silicates,71.02.02b.08,Polylithionite,polylithionite,"""polylithionite"","
Silicates,71.02.02b.08a,Trilithionite,trilithionite,"""trilithionite"","
Silicates,71.02.02b.08b,Sokolovaite,sokolovaite,"""sokolovaite"","
Silicates,71.02.02b.09,Tainiolite,tainiolite,"""tainiolite"","
Silicates,71.02.02b.10,Zinnwaldite,zinnwaldite,"""zinnwaldite"","
Silicates,71.02.02b.11,Norrishite,norrishite,"""norrishite"","
Silicates,71.02.02b.12,Masutomilite,masutomilite,"""masutomilite"","
Silicates,71.02.02b.13,Aspidolite,aspidolite,"""aspidolite"","
Silicates,71.02.02b.14,Wonesite,wonesite,"""wonesite"","
Silicates,71.02.02b.15,Preiswerkite,preiswerkite,"""preiswerkite"","
Silicates,71.02.02b.16,Ephesite,ephesite,"""ephesite"","
Silicates,71.02.02b.18,Suhailite,suhailite,"""suhailite"","
Silicates,71.02.02c.01,Margarite,margarite,"""margarite"","
Silicates,71.02.02c.02,Clintonite,clintonite,"""clintonite"","
Silicates,71.02.02c.03,Bityite,bityite,"""bityite"","
Silicates,71.02.02c.04,Anandite,anandite,"""anandite"","
Silicates,71.02.02c.05,Kinoshitalite,kinoshitalite,"""kinoshitalite"","
Silicates,71.02.02c.06,Ferrokinoshitalite,ferrokinoshitalite,"""ferrokinoshitalite"","
Silicates,71.02.02c.07,Ganterite,ganterite,"""ganterite"","
Silicates,71.02.02c.08,Oxykinoshitalite,oxykinoshitalite,"""oxykinoshitalite"","
Silicates,71.02.02d.01,Hydrobiotite,hydrobiotite,"""hydrobiotite"","
Silicates,71.02.02d.02,Illite,illite,"""illite"","
Silicates,71.02.02d.03,Vermiculite,vermiculite,"""vermiculite"","
Silicates,71.02.02d.04,Brammallite,brammallite,"""brammallite"","
Silicates,71.02.03,Cuprorivaite,cuprorivaite,"""cuprorivaite"","
Silicates,71.02.03.01,Cuprorivaite,cuprorivaite,"""cuprorivaite"","
Silicates,71.02.03.02,Gillespite,gillespite,"""gillespite"","
Silicates,71.02.03.03,Effenbergerite,effenbergerite,"""effenbergerite"","
Silicates,71.02.03.04,Wesselsite,wesselsite,"""wesselsite"","
Silicates,71.02.04,Surite,surite,"""surite"","
Silicates,71.02.04.01,Ferrisurite,ferrisurite,"""ferrisurite"","
Silicates,71.02.04.02,Surite,surite,"""surite"","
Silicates,71.02.04.03,Niksergievite,niksergievite,"""niksergievite"","
Silicates,71.02.05.01,Macaulayite,macaulayite,"""macaulayite"","
Silicates,71.03.01a,Smectite,smectite,"""smectite"","
Silicates,71.03.01a.01,Beidellite,beidellite,"""beidellite"","
Silicates,71.03.01a.02,Montmorillonite,montmorillonite,"""montmorillonite"","
Silicates,71.03.01a.03,Nontronite,nontronite,"""nontronite"","
Silicates,71.03.01a.04,Volkonskoite,volkonskoite,"""volkonskoite"","
Silicates,71.03.01a.05,Swinefordite,swinefordite,"""swinefordite"","
Silicates,71.03.01b,Smectite,smectite,"""smectite"","
Silicates,71.03.01b.01,Sobotkite,sobotkite,"""sobotkite"","
Silicates,71.03.01b.02,Saponite,saponite,"""saponite"","
Silicates,71.03.01b.02a,Ferrosaponite,ferrosaponite,"""ferrosaponite"","
Silicates,71.03.01b.03,Sauconite,sauconite,"""sauconite"","
Silicates,71.03.01b.04,Hectorite,hectorite,"""hectorite"","
Silicates,71.03.01b.05,Pimelite,pimelite,"""pimelite"","
Silicates,71.03.01b.06,Stevensite,stevensite,"""stevensite"","
Silicates,71.03.01b.07,Yakhontovite,yakhontovite,"""yakhontovite"","
Silicates,71.03.01b.08,Zincsilite,zincsilite,"""zincsilite"","
Silicates,71.04.01,Chlorite,chlorite,"""chlorite"","
Silicates,71.04.01.01,Donbassite,donbassite,"""donbassite"","
Silicates,71.04.01.02,Cookeite,cookeite,"""cookeite"","
Silicates,71.04.01.03,Sudoite,sudoite,"""sudoite"","
Silicates,71.04.01.04,Clinochlore,clinochlore,"""clinochlore"","
Silicates,71.04.01.05,Nimite,nimite,"""nimite"","
Silicates,71.04.01.06,Baileychlore,baileychlore,"""baileychlore"","
Silicates,71.04.01.07,Chamosite,chamosite,"""chamosite"","
Silicates,71.04.01.08,Pennantite,pennantite,"""pennantite"","
Silicates,71.04.01.09,Orthochamosite,orthochamosite,"""orthochamosite"","
Silicates,71.04.01.10,Borocookeite,borocookeite,"""borocookeite"","
Silicates,71.04.02,Interstratified,interstratified,"""interstratified"","
Silicates,71.04.02.01,Dozyite,dozyite,"""dozyite"","
Silicates,71.04.02.02,Lunijianlaite,lunijianlaite,"""lunijianlaite"","
Silicates,71.04.02.03,Saliotite,saliotite,"""saliotite"","
Silicates,71.04.02.04,Tosudite,tosudite,"""tosudite"","
Silicates,71.04.02.05,Corrensite,corrensite,"""corrensite"","
Silicates,71.04.02.06,Kulkeite,kulkeite,"""kulkeite"","
Silicates,71.04.02.07,Rectorite,rectorite,"""rectorite"","
Silicates,71.04.02.08,Aliettite,aliettite,"""aliettite"","
Silicates,71.04.02.09,Glagolevite,glagolevite,"""glagolevite"","
Silicates,71.04.03.01,Franklinfurnaceite,franklinfurnaceite,"""franklinfurnaceite"","
Silicates,71.04.04.01,Gonyerite,gonyerite,"""gonyerite"","
Silicates,71.05.01.01,Kegelite,kegelite,"""kegelite"","
Silicates,71.05.02.01,Yakovenchukite,yakovenchukite,"""yakovenchukite"","
Silicates,71.05.03.01,Britvinite,britvinite,"""britvinite"","
